Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
3/1/2012 8:00,-5.0,-7.5,83,32,1.2,100.59,snow
3/1/2012 9:00,-4.9,-7.5,82,32,1.6,100.6,snow
3/1/2012 10:00,-4.7,-7.3,82,32,1.2,100.62,snow
3/1/2012 11:00,-4.4,-6.8,83,28,1.0,100.66,snow
3/1/2012 12:00,-4.3,-6.8,83,30,1.2,100.66,snow
3/1/2012 13:00,-4.3,-6.9,82,28,1.2,100.65,snow
3/1/2012 14:00,-3.9,-6.6,81,28,1.2,100.67,snow
3/1/2012 15:00,-3.3,-6.2,80,24,1.6,100.71,snow
3/1/2012 16:00,-2.7,-5.7,80,19,2.4,100.74,snow
3/1/2012 17:00,-2.9,-5.9,80,20,4.0,100.8,snow
3/1/2012 18:00,-3.0,-6.0,80,19,4.0,100.87,snow
3/1/2012 19:00,-3.6,-6.4,81,17,3.2,100.93,snow
3/1/2012 20:00,-3.7,-6.4,81,20,4.8,100.95,snow
3/1/2012 21:00,-3.9,-6.7,81,22,6.4,100.98,snow
3/1/2012 22:00,-4.3,-6.9,82,22,2.4,101.0,snow
3/1/2012 23:00,-4.3,-7.1,81,22,4.8,101.04,snow
3/2/2012 0:00,-4.8,-7.3,83,22,3.2,101.04,snow
3/2/2012 1:00,-5.3,-7.9,82,20,4.8,101.09,snow
3/2/2012 2:00,-5.2,-7.8,82,19,6.4,101.11,snow
3/2/2012 3:00,-5.5,-7.9,83,19,4.8,101.15,snow
3/2/2012 4:00,-5.6,-8.2,82,24,6.4,101.15,snow
3/2/2012 5:00,-5.5,-8.3,81,19,12.9,101.15,snow
3/2/2012 6:00,-5.6,-8.6,79,19,16.1,101.14,snow
3/2/2012 7:00,-5.7,-8.7,79,22,24.1,101.17,cloudy
3/2/2012 8:00,-5.7,-8.8,79,17,24.1,101.2,snow
3/2/2012 9:00,-6.1,-8.4,84,13,2.0,101.19,snow
3/2/2012 10:00,-5.9,-8.3,83,15,4.0,101.22,snow
3/2/2012 11:00,-5.5,-7.5,86,15,2.8,101.21,snow
3/2/2012 13:00,-4.6,-6.5,87,13,4.8,101.09,snow
3/2/2012 14:00,-4.1,-6.1,86,15,8.0,101.03,fog
3/2/2012 15:00,-3.3,-5.7,83,15,11.3,100.98,cloudy
3/2/2012 16:00,-2.9,-5.3,83,15,11.3,100.93,cloudy
3/2/2012 17:00,-2.7,-5.1,84,15,12.9,100.89,cloudy
3/2/2012 18:00,-2.4,-4.8,84,20,12.9,100.81,cloudy
3/2/2012 19:00,-1.8,-4.2,84,17,16.1,100.75,cloudy
3/2/2012 20:00,-2.3,-4.7,84,15,16.1,100.74,cloudy
3/2/2012 21:00,-1.4,-4.0,82,15,19.3,100.62,cloudy
3/2/2012 22:00,0.2,-4.2,72,13,25.0,100.49,cloudy
3/2/2012 23:00,0.5,-3.6,74,17,25.0,100.29,cloudy
3/3/2012 0:00,1.0,-3.2,73,22,25.0,100.12,cloudy
3/3/2012 1:00,1.2,-2.8,75,19,25.0,99.96,snow
3/3/2012 2:00,-0.6,-2.9,84,19,2.4,99.75,snow
3/3/2012 3:00,-0.3,-2.4,86,22,2.8,99.55,snow
3/3/2012 5:00,0.8,-1.5,85,41,19.3,99.18,cloudy
3/3/2012 6:00,1.5,-1.6,80,43,25.0,99.02,clear
3/3/2012 7:00,2.0,-1.6,77,41,24.1,98.89,cloudy
3/3/2012 8:00,2.7,-1.5,74,32,24.1,98.79,cloudy
3/3/2012 9:00,3.0,-1.0,75,37,24.1,98.7,cloudy
3/3/2012 10:00,3.7,0.4,79,15,24.1,98.86,cloudy
3/3/2012 11:00,4.0,-0.7,71,32,24.1,98.82,Rain
3/3/2012 12:00,5.2,-3.0,55,37,48.3,98.82,cloudy
3/3/2012 13:00,5.8,-4.0,49,50,48.3,98.73,cloudy
3/3/2012 14:00,6.5,-5.5,42,48,48.3,98.68,cloudy
3/3/2012 15:00,5.3,-5.6,45,57,24.1,98.67,cloudy
3/3/2012 16:00,5.0,-5.0,48,63,48.3,98.67,clear
3/3/2012 17:00,4.3,-4.9,51,57,48.3,98.71,clear
3/3/2012 18:00,3.7,-4.3,56,48,25.0,98.82,cloudy
3/3/2012 19:00,3.4,-4.0,58,44,25.0,98.92,clear
3/3/2012 20:00,3.2,-3.9,60,50,25.0,98.96,clear
3/3/2012 21:00,2.9,-3.6,62,46,25.0,98.98,snow
3/3/2012 22:00,2.8,-3.4,64,57,25.0,99.07,snow
3/3/2012 23:00,2.3,-3.1,67,33,25.0,99.18,snow
3/4/2012 0:00,0.5,-4.8,68,32,25.0,99.34,cloudy
3/4/2012 1:00,-0.8,-6.0,68,24,25.0,99.46,cloudy
3/4/2012 2:00,-1.8,-7.8,64,26,25.0,99.56,cloudy
3/4/2012 3:00,-2.1,-8.2,63,19,25.0,99.63,cloudy
3/4/2012 4:00,-2.9,-9.0,63,20,25.0,99.7,cloudy
3/4/2012 5:00,-4.3,-10.5,62,19,25.0,99.77,cloudy
3/4/2012 6:00,-4.8,-11.6,59,17,25.0,99.84,cloudy
3/4/2012 7:00,-5.7,-12.6,58,22,24.1,99.88,cloudy
3/4/2012 8:00,-5.9,-13.8,54,13,24.1,99.97,cloudy
3/4/2012 9:00,-6.3,-13.5,57,15,24.1,99.95,cloudy
3/4/2012 10:00,-6.3,-13.5,57,17,24.1,99.95,cloudy
3/4/2012 11:00,-6.5,-14.0,55,17,24.1,99.96,cloudy
3/4/2012 12:00,-5.8,-12.9,57,19,48.3,99.95,cloudy
3/4/2012 13:00,-5.5,-12.8,56,19,48.3,99.88,clear
3/4/2012 14:00,-5.7,-13.4,55,19,48.3,99.9,cloudy
3/4/2012 15:00,-5.6,-13.5,54,22,48.3,99.9,cloudy
3/4/2012 16:00,-5.5,-13.3,54,20,48.3,99.93,clear
3/4/2012 17:00,-6.9,-14.6,54,22,48.3,99.94,clear
3/4/2012 18:00,-7.9,-15.7,53,28,25.0,100.04,clear
3/4/2012 19:00,-7.9,-15.5,54,22,25.0,100.09,cloudy
3/4/2012 20:00,-8.5,-14.6,61,24,25.0,100.13,cloudy
3/4/2012 21:00,-9.0,-13.7,69,15,25.0,100.18,snow
3/4/2012 22:00,-10.1,-15.5,65,17,25.0,100.21,cloudy
3/4/2012 23:00,-11.1,-16.3,65,24,25.0,100.23,cloudy
3/5/2012 0:00,-12.4,-17.4,66,19,25.0,100.26,clear
3/5/2012 1:00,-13.6,-18.5,66,24,25.0,100.33,clear
3/5/2012 2:00,-14.5,-22.3,52,24,25.0,100.39,clear
3/5/2012 3:00,-15.0,-21.5,58,22,25.0,100.47,clear
3/5/2012 4:00,-15.5,-21.9,58,26,25.0,100.55,clear
3/5/2012 5:00,-15.9,-22.1,59,20,25.0,100.69,clear
3/5/2012 6:00,-16.2,-22.6,58,26,24.1,100.77,cloudy
3/5/2012 7:00,-16.2,-22.3,59,22,24.1,100.88,cloudy
3/5/2012 8:00,-15.7,-22.5,56,24,24.1,101.0,cloudy
3/5/2012 9:00,-15.1,-22.1,55,24,24.1,101.11,cloudy
3/5/2012 10:00,-14.4,-21.5,55,26,24.1,101.21,cloudy
3/5/2012 11:00,-13.4,-20.7,54,26,48.3,101.31,cloudy
3/5/2012 12:00,-12.2,-19.9,53,6,48.3,101.39,cloudy
3/5/2012 13:00,-11.3,-19.5,51,24,48.3,101.46,cloudy
3/5/2012 14:00,-10.8,-19.8,47,28,48.3,101.55,cloudy
3/5/2012 15:00,-10.0,-18.6,49,30,48.3,101.64,cloudy
3/5/2012 16:00,-9.9,-18.9,48,26,48.3,101.73,cloudy
3/5/2012 17:00,-9.5,-18.8,47,24,48.3,101.82,clear
3/5/2012 18:00,-9.8,-19.0,47,22,25.0,101.9,clear
3/5/2012 19:00,-10.1,-19.1,48,20,25.0,102.01,clear
3/5/2012 20:00,-10.5,-19.2,49,17,25.0,102.11,clear
3/5/2012 21:00,-11.0,-19.6,49,17,25.0,102.23,clear
3/5/2012 22:00,-11.6,-20.2,49,15,25.0,102.29,clear
3/5/2012 23:00,-12.6,-20.3,53,11,25.0,102.34,clear
3/6/2012 0:00,-13.4,-20.5,55,11,25.0,102.41,clear
3/6/2012 1:00,-13.4,-20.3,56,11,25.0,102.5,clear
3/6/2012 2:00,-13.7,-20.7,55,4,25.0,102.55,clear
3/6/2012 3:00,-14.8,-21.1,59,9,25.0,102.61,clear
3/6/2012 4:00,-14.5,-21.1,57,9,25.0,102.7,clear
3/6/2012 5:00,-14.6,-21.0,58,13,25.0,102.85,clear
3/6/2012 6:00,-15.3,-21.3,60,11,24.1,102.9,clear
3/6/2012 7:00,-14.8,-20.7,61,11,48.3,103.0,clear
3/6/2012 8:00,-13.0,-19.4,59,0,48.3,103.06,clear
3/6/2012 9:00,-11.3,-19.1,52,6,48.3,103.1,clear
3/6/2012 10:00,-10.0,-16.8,57,9,48.3,103.12,clear
3/6/2012 11:00,-9.0,-17.8,49,15,48.3,103.12,clear
3/6/2012 12:00,-7.8,-15.3,55,13,48.3,103.09,clear
3/6/2012 13:00,-6.7,-16.0,48,9,48.3,103.01,clear
3/6/2012 14:00,-5.8,-15.8,45,9,48.3,102.98,clear
3/6/2012 15:00,-5.3,-15.7,44,6,48.3,102.96,clear
3/6/2012 16:00,-4.9,-16.2,41,11,48.3,102.94,clear
3/6/2012 17:00,-4.8,-15.1,44,6,48.3,102.9,clear
3/6/2012 18:00,-6.3,-14.6,52,6,48.3,102.84,clear
3/6/2012 19:00,-5.4,-13.4,53,11,25.0,102.81,cloudy
3/6/2012 20:00,-5.3,-13.6,52,9,25.0,102.72,clear
3/6/2012 21:00,-5.4,-14.4,49,9,25.0,102.69,cloudy
3/6/2012 22:00,-5.0,-15.1,45,9,25.0,102.59,cloudy
3/6/2012 23:00,-4.5,-15.7,41,6,25.0,102.55,cloudy
3/7/2012 0:00,-3.6,-13.3,47,6,25.0,102.44,cloudy
3/7/2012 1:00,-3.9,-11.3,56,9,25.0,102.46,cloudy
3/7/2012 2:00,-5.7,-11.9,62,17,25.0,102.37,cloudy
3/7/2012 3:00,-5.3,-11.6,61,13,25.0,102.22,cloudy
3/7/2012 4:00,-5.2,-11.2,63,15,25.0,102.16,cloudy
3/7/2012 5:00,-5.3,-11.2,63,17,25.0,102.13,cloudy
3/7/2012 6:00,-4.3,-10.3,63,15,24.1,101.98,cloudy
3/7/2012 7:00,-3.9,-9.2,67,11,48.3,101.92,cloudy
3/7/2012 8:00,-4.6,-9.5,69,11,48.3,101.91,cloudy
3/7/2012 9:00,-2.5,-7.7,67,11,24.1,101.85,clear
3/7/2012 10:00,-0.1,-6.5,62,6,24.1,101.76,clear
3/7/2012 11:00,3.0,-4.7,57,6,24.1,101.67,clear
3/7/2012 12:00,6.4,-3.6,49,4,24.1,101.58,clear
3/7/2012 13:00,8.9,-4.4,39,13,24.1,101.49,clear
3/7/2012 14:00,9.3,-4.1,39,13,24.1,101.41,clear
3/7/2012 15:00,9.7,-2.7,42,13,24.1,101.36,clear
3/7/2012 16:00,11.4,-2.3,38,15,24.1,101.31,cloudy
3/7/2012 17:00,9.9,-1.9,44,9,24.1,101.25,cloudy
3/7/2012 18:00,5.5,-1.6,60,7,24.1,101.25,clear
3/7/2012 19:00,6.0,-1.8,57,11,25.0,101.22,cloudy
3/7/2012 20:00,7.6,-2.1,50,20,25.0,101.18,cloudy
3/7/2012 21:00,6.8,-2.1,53,22,25.0,101.16,cloudy
3/7/2012 22:00,6.0,-1.7,58,17,25.0,101.12,cloudy
3/7/2012 23:00,4.8,-1.7,63,15,25.0,101.05,cloudy
3/8/2012 0:00,6.2,-1.5,58,20,25.0,100.98,cloudy
3/8/2012 1:00,5.5,-1.4,61,11,25.0,100.92,cloudy
3/8/2012 2:00,7.9,-1.2,53,17,25.0,100.81,cloudy
3/8/2012 3:00,10.1,-0.9,46,24,25.0,100.69,cloudy
3/8/2012 4:00,10.0,-0.7,47,28,25.0,100.64,cloudy
3/8/2012 5:00,5.7,-0.8,63,19,25.0,100.57,cloudy
3/8/2012 6:00,7.6,-0.4,57,19,24.1,100.52,cloudy
3/8/2012 7:00,10.3,0.8,52,26,48.3,100.47,cloudy
3/8/2012 8:00,6.7,0.2,63,19,48.3,100.39,cloudy
3/8/2012 9:00,10.2,1.6,55,26,48.3,100.29,cloudy
3/8/2012 10:00,12.1,2.9,53,30,24.1,100.22,cloudy
3/8/2012 11:00,12.7,3.8,55,26,24.1,100.13,cloudy
3/8/2012 12:00,11.7,4.0,59,20,24.1,100.08,rain
3/8/2012 13:00,11.5,5.2,65,20,24.1,99.99,cloudy
3/8/2012 14:00,11.7,5.9,68,26,24.1,99.88,cloudy
3/8/2012 15:00,11.7,6.6,71,37,19.3,99.82,rain
3/8/2012 16:00,11.6,6.4,70,32,24.1,99.75,rain
3/8/2012 17:00,11.3,6.9,74,37,19.3,99.66,rain
3/8/2012 18:00,10.5,7.8,83,46,6.4,99.64,rain
3/8/2012 19:00,6.1,3.2,82,30,16.1,99.78,rain
3/8/2012 20:00,5.0,1.6,79,41,25.0,99.9,rain
3/8/2012 21:00,3.7,1.0,82,41,12.9,100.04,rain
3/8/2012 22:00,2.0,-0.5,83,46,9.7,100.13,Rain
3/8/2012 23:00,0.8,-1.4,85,35,2.4,100.25,snow
3/9/2012 0:00,-0.1,-2.0,87,28,2.8,100.33,snow
3/9/2012 1:00,0.0,-3.7,76,22,25.0,100.41,cloudy
3/9/2012 2:00,-1.2,-6.6,67,20,25.0,100.62,clear
3/9/2012 3:00,-2.6,-8.5,64,24,25.0,100.81,clear
3/9/2012 4:00,-3.9,-8.7,69,11,25.0,100.97,clear
3/9/2012 5:00,-3.9,-9.1,67,20,25.0,101.13,clear
3/9/2012 6:00,-4.3,-9.0,70,15,25.0,101.26,clear
3/9/2012 7:00,-5.0,-9.7,70,15,24.1,101.31,clear
3/9/2012 8:00,-4.7,-10.2,65,15,24.1,101.41,clear
3/9/2012 9:00,-4.0,-9.5,66,20,24.1,101.46,clear
3/9/2012 10:00,-3.7,-10.1,61,19,48.3,101.48,clear
3/9/2012 11:00,-3.0,-10.0,58,17,48.3,101.47,clear
3/9/2012 12:00,-2.1,-8.5,62,20,48.3,101.44,clear
3/9/2012 13:00,-1.5,-8.8,57,15,48.3,101.42,clear
3/9/2012 14:00,-1.0,-7.6,61,19,48.3,101.43,clear
3/9/2012 15:00,-1.1,-7.9,60,17,48.3,101.45,cloudy
3/9/2012 16:00,-0.7,-8.4,56,11,48.3,101.44,cloudy
3/9/2012 17:00,-0.9,-7.9,59,7,48.3,101.47,cloudy
3/9/2012 18:00,-2.0,-8.7,60,7,25.0,101.52,clear
3/9/2012 19:00,-2.6,-8.2,65,4,25.0,101.57,cloudy
3/9/2012 20:00,-2.0,-9.0,59,4,25.0,101.61,cloudy
3/9/2012 21:00,-1.9,-8.6,60,6,25.0,101.63,cloudy
3/9/2012 22:00,-2.2,-8.9,60,7,25.0,101.64,cloudy
3/9/2012 23:00,-2.6,-8.6,63,6,25.0,101.68,cloudy
3/10/2012 0:00,-2.2,-8.7,61,4,25.0,101.77,cloudy
3/10/2012 1:00,-2.7,-8.6,64,15,25.0,101.89,cloudy
3/10/2012 2:00,-3.8,-10.6,59,19,25.0,102.01,cloudy
3/10/2012 3:00,-4.1,-12.7,51,24,25.0,102.1,cloudy
3/10/2012 4:00,-5.7,-13.1,56,26,25.0,102.27,clear
3/10/2012 5:00,-6.4,-14.0,55,20,25.0,102.42,clear
3/10/2012 6:00,-6.8,-14.1,56,26,24.1,102.6,cloudy
3/10/2012 7:00,-7.1,-14.6,55,20,48.3,102.73,clear
3/10/2012 8:00,-6.8,-14.6,54,19,48.3,102.84,clear
3/10/2012 9:00,-6.3,-14.1,54,15,48.3,102.95,cloudy
3/10/2012 10:00,-6.1,-14.5,51,6,48.3,103.01,clear
3/10/2012 11:00,-4.0,-13.2,49,0,48.3,103.02,clear
3/10/2012 12:00,-4.1,-12.1,54,7,48.3,102.99,clear
3/10/2012 13:00,-3.2,-11.3,53,7,48.3,102.89,clear
3/10/2012 14:00,-2.6,-11.1,52,15,48.3,102.84,cloudy
3/10/2012 15:00,-2.7,-10.2,56,11,48.3,102.75,cloudy
3/10/2012 16:00,-1.8,-10.3,52,13,48.3,102.71,clear
3/10/2012 17:00,-1.6,-10.0,53,17,48.3,102.68,clear
3/10/2012 18:00,-2.1,-10.1,54,9,25.0,102.66,clear
3/10/2012 19:00,-1.9,-9.4,56,9,25.0,102.67,clear
3/10/2012 20:00,-2.3,-8.0,65,11,25.0,102.6,cloudy
3/10/2012 21:00,-2.3,-8.1,64,11,25.0,102.54,cloudy
3/10/2012 22:00,-2.0,-7.1,68,11,25.0,102.5,snow
3/10/2012 23:00,-1.7,-7.1,67,7,25.0,102.45,cloudy
3/11/2012 0:00,-3.1,-7.2,73,7,25.0,102.36,clear
3/11/2012 1:00,-3.2,-6.9,76,7,25.0,102.28,clear
3/11/2012 2:00,-3.1,-7.1,74,7,25.0,102.18,clear
3/11/2012 3:00,-2.2,-7.0,70,17,25.0,102.05,cloudy
3/11/2012 4:00,-1.7,-6.9,68,13,25.0,102.02,cloudy
3/11/2012 5:00,-2.1,-7.0,69,11,25.0,101.98,clear
3/11/2012 6:00,-1.5,-6.7,68,7,48.3,101.98,cloudy
3/11/2012 7:00,-1.8,-6.9,68,11,48.3,101.97,clear
3/11/2012 8:00,0.1,-6.2,63,7,48.3,102.0,clear
3/11/2012 9:00,2.7,-5.9,53,7,48.3,101.98,clear
3/11/2012 10:00,3.8,-5.7,50,13,48.3,101.97,clear
3/11/2012 11:00,5.9,-4.2,48,11,48.3,101.92,clear
3/11/2012 12:00,6.8,-3.2,49,24,48.3,101.86,clear
3/11/2012 13:00,9.0,-1.9,46,20,48.3,101.79,clear
3/11/2012 14:00,9.5,-1.6,46,24,48.3,101.74,clear
3/11/2012 15:00,10.5,-1.3,44,20,48.3,101.69,clear
3/11/2012 16:00,10.9,-0.7,45,15,48.3,101.65,clear
3/11/2012 17:00,10.7,-0.6,45,11,48.3,101.65,clear
3/11/2012 18:00,9.1,-1.0,49,7,25.0,101.68,clear
3/11/2012 19:00,7.4,-1.2,54,6,25.0,101.69,clear
3/11/2012 20:00,4.8,-1.5,64,9,48.3,101.7,clear
3/11/2012 21:00,4.8,-1.6,63,13,25.0,101.72,clear
3/11/2012 22:00,5.2,-1.9,60,6,25.0,101.72,clear
3/11/2012 23:00,6.1,-2.0,56,7,25.0,101.75,clear
3/12/2012 0:00,6.0,-1.8,57,20,25.0,101.77,clear
3/12/2012 1:00,5.2,-1.8,61,17,25.0,101.77,clear
3/12/2012 2:00,4.6,-2.1,62,9,25.0,101.77,clear
3/12/2012 3:00,1.5,-2.8,73,11,25.0,101.78,clear
3/12/2012 4:00,1.8,-2.6,73,4,25.0,101.8,clear
3/12/2012 5:00,2.3,-1.9,74,9,25.0,101.82,clear
3/12/2012 6:00,3.1,-1.8,70,11,48.3,101.89,clear
3/12/2012 7:00,2.6,-2.3,70,4,48.3,101.98,clear
3/12/2012 8:00,4.4,-1.0,68,6,48.3,102.03,clear
3/12/2012 9:00,6.5,-0.2,62,0,48.3,102.03,cloudy
3/12/2012 10:00,8.3,0.2,57,9,24.1,102.0,cloudy
3/12/2012 11:00,10.6,0.3,49,6,24.1,101.99,cloudy
3/12/2012 12:00,10.8,0.4,49,9,48.3,101.94,cloudy
3/12/2012 13:00,11.6,0.6,47,13,48.3,101.84,cloudy
3/12/2012 14:00,12.3,1.4,47,6,48.3,101.79,cloudy
3/12/2012 15:00,12.4,0.6,44,4,48.3,101.71,cloudy
3/12/2012 16:00,11.8,1.2,48,4,25.0,101.64,cloudy
3/12/2012 17:00,11.6,1.0,48,6,24.1,101.57,cloudy
3/12/2012 18:00,9.0,1.1,58,13,25.0,101.54,cloudy
3/12/2012 19:00,8.7,1.1,59,13,25.0,101.5,cloudy
3/12/2012 20:00,9.2,1.4,58,13,25.0,101.44,cloudy
3/12/2012 21:00,8.4,1.0,60,13,25.0,101.39,cloudy
3/12/2012 22:00,7.9,0.7,60,11,25.0,101.35,cloudy
3/12/2012 23:00,6.6,-0.3,61,11,25.0,101.22,cloudy
3/13/2012 0:00,7.5,-0.7,56,13,25.0,101.11,cloudy
3/13/2012 1:00,5.1,-0.9,65,13,25.0,101.07,Rain
3/13/2012 2:00,4.8,-1.0,66,6,25.0,101.05,Rain
3/13/2012 3:00,4.6,-0.2,71,15,25.0,100.87,cloudy
3/13/2012 4:00,6.5,1.1,68,7,25.0,100.74,cloudy
3/13/2012 5:00,5.8,1.1,72,6,25.0,100.71,cloudy
3/13/2012 6:00,7.4,1.8,68,9,19.3,100.6,cloudy
3/13/2012 10:00,3.5,1.5,87,11,2.4,100.54,drizzle
3/13/2012 11:00,3.5,1.6,87,11,4.8,100.57,drizzle
3/13/2012 12:00,3.9,2.2,89,9,4.8,100.64,fog
3/13/2012 13:00,4.9,3.0,87,7,6.4,100.63,fog
3/13/2012 14:00,6.5,4.5,87,7,6.4,100.61,fog
3/13/2012 15:00,5.3,3.3,87,11,8.0,100.63,fog
3/13/2012 19:00,3.1,0.9,85,17,6.4,100.79,drizzle
3/13/2012 21:00,1.1,-1.0,86,20,4.8,100.87,Rain
3/14/2012 0:00,0.7,-1.0,88,7,3.2,101.02,fog
3/14/2012 1:00,0.7,-0.9,89,7,1.0,101.06,fog
3/14/2012 2:00,0.6,-1.0,89,7,0.8,101.05,fog
3/14/2012 3:00,0.8,-0.3,92,6,0.6,101.06,fog
3/14/2012 4:00,0.8,-0.6,90,4,0.6,101.13,fog
3/14/2012 5:00,0.7,-0.9,89,6,0.6,101.23,fog
3/14/2012 6:00,0.6,-0.9,90,7,0.6,101.28,fog
3/14/2012 7:00,0.8,-0.4,92,6,2.4,101.36,fog
3/14/2012 8:00,1.1,-0.1,92,6,3.2,101.46,Rain
3/14/2012 9:00,1.6,0.4,92,7,4.8,101.51,Rain
3/14/2012 10:00,1.1,0.5,96,7,2.4,101.57,snow
3/14/2012 11:00,0.4,0.1,98,6,1.6,101.6,snow
3/14/2012 12:00,1.0,0.8,99,4,2.0,101.65,snow
3/14/2012 13:00,2.1,1.8,98,4,4.8,101.67,Rain
3/14/2012 14:00,2.2,1.8,97,7,8.0,101.7,drizzle
3/14/2012 15:00,1.7,1.3,97,13,4.8,101.77,drizzle
3/14/2012 16:00,1.5,1.2,98,13,8.0,101.82,drizzle
3/14/2012 17:00,1.0,0.6,97,15,9.7,101.89,fog
3/14/2012 18:00,0.5,0.1,97,17,9.7,101.99,drizzle
3/14/2012 19:00,0.3,-0.2,96,15,8.0,102.07,snow
3/14/2012 20:00,0.2,-0.5,95,15,12.9,102.13,cloudy
3/14/2012 21:00,-0.1,-0.9,94,17,12.9,102.17,cloudy
3/14/2012 22:00,-0.3,-1.3,93,20,12.9,102.18,cloudy
3/14/2012 23:00,-0.6,-1.6,93,15,12.9,102.23,cloudy
3/15/2012 0:00,-0.6,-1.7,92,19,12.9,102.24,cloudy
3/15/2012 1:00,-0.6,-1.7,92,19,12.9,102.27,cloudy
3/15/2012 2:00,-0.4,-1.5,92,13,12.9,102.29,cloudy
3/15/2012 3:00,-0.3,-1.5,92,11,12.9,102.25,cloudy
3/15/2012 4:00,-0.2,-1.3,92,17,12.9,102.26,cloudy
3/15/2012 5:00,-0.3,-1.5,92,15,12.9,102.34,cloudy
3/15/2012 6:00,-0.3,-1.6,91,20,16.1,102.36,cloudy
3/15/2012 7:00,-0.5,-1.9,90,13,16.1,102.4,cloudy
3/15/2012 8:00,-0.5,-2.1,89,17,19.3,102.42,cloudy
3/15/2012 9:00,-0.3,-2.0,88,20,16.1,102.39,cloudy
3/15/2012 10:00,0.4,-1.6,86,22,19.3,102.31,cloudy
3/15/2012 11:00,1.1,-1.3,84,19,24.1,102.23,cloudy
3/15/2012 12:00,2.2,-0.7,81,19,24.1,102.18,cloudy
3/15/2012 13:00,3.4,0.0,78,22,24.1,102.12,cloudy
3/15/2012 14:00,3.4,-0.1,78,22,24.1,102.05,cloudy
3/15/2012 15:00,4.0,0.6,78,24,24.1,102.0,cloudy
3/15/2012 16:00,3.5,0.1,78,20,24.1,101.99,cloudy
3/15/2012 17:00,3.0,-0.3,79,26,24.1,101.98,cloudy
3/15/2012 18:00,2.6,-0.3,81,22,24.1,101.98,Rain
3/15/2012 19:00,2.4,-0.4,82,28,25.0,101.88,cloudy
3/15/2012 20:00,2.3,-0.2,84,24,25.0,101.86,cloudy
3/15/2012 21:00,2.0,0.4,89,28,25.0,101.8,Rain
3/15/2012 22:00,2.1,0.5,89,20,25.0,101.77,cloudy
3/15/2012 23:00,1.8,0.2,89,19,25.0,101.7,cloudy
3/16/2012 0:00,1.8,0.4,90,19,25.0,101.67,cloudy
3/16/2012 1:00,1.9,0.6,91,15,25.0,101.54,Rain
3/16/2012 2:00,1.1,0.2,94,17,12.9,101.56,rain
3/16/2012 3:00,1.1,0.5,96,19,6.4,101.46,rain
3/16/2012 4:00,1.0,0.5,96,17,4.8,101.39,rain
3/16/2012 5:00,0.7,0.3,97,20,4.8,101.36,rain
3/16/2012 6:00,0.6,0.2,97,24,6.4,101.39,Rain
3/16/2012 7:00,1.1,0.6,96,19,4.8,101.37,Rain
3/16/2012 8:00,1.1,0.7,97,15,4.0,101.38,Rain
3/16/2012 9:00,1.1,0.7,97,17,4.0,101.41,Rain
3/16/2012 10:00,1.5,1.1,97,13,4.8,101.41,Rain
3/16/2012 11:00,1.8,1.3,96,13,8.0,101.4,Rain
3/16/2012 12:00,2.5,2.0,96,6,8.0,101.42,fog
3/16/2012 13:00,3.3,2.8,97,6,9.7,101.38,fog
3/16/2012 14:00,4.0,3.2,95,11,9.7,101.4,fog
3/16/2012 15:00,3.7,3.2,97,7,6.4,101.48,fog
3/16/2012 16:00,4.3,3.5,95,4,8.0,101.53,fog
3/16/2012 17:00,4.1,3.2,94,7,8.0,101.61,fog
3/16/2012 18:00,3.8,3.2,96,7,4.8,101.71,drizzle
3/16/2012 19:00,3.8,3.2,96,0,3.2,101.77,drizzle
3/16/2012 20:00,3.7,3.3,97,0,2.0,101.93,drizzle
3/16/2012 21:00,4.0,3.7,98,7,3.2,101.93,drizzle
3/16/2012 22:00,3.8,3.4,97,0,6.4,102.04,drizzle
3/16/2012 23:00,3.7,3.3,97,0,3.2,102.07,drizzle
3/17/2012 0:00,3.8,3.5,98,4,1.6,102.05,drizzle
3/17/2012 1:00,3.0,2.7,98,6,0.6,102.05,fog
3/17/2012 2:00,2.7,2.5,99,4,0.2,102.09,fog
3/17/2012 3:00,1.8,1.6,99,4,0.2,102.1,fog
3/17/2012 4:00,0.3,0.1,99,0,0.2,102.15,fog
3/17/2012 5:00,-0.1,-0.3,99,0,0.8,102.2,fog
3/17/2012 6:00,-0.1,-0.4,98,4,0.2,102.26,fog
3/17/2012 7:00,0.5,0.4,99,0,0.2,102.34,fog
3/17/2012 8:00,1.0,0.9,99,0,0.2,102.39,fog
3/17/2012 9:00,1.6,1.5,99,4,0.2,102.38,fog
3/17/2012 10:00,2.6,2.6,100,0,0.2,102.37,fog
3/17/2012 11:00,4.1,3.8,98,4,0.6,102.34,fog
3/17/2012 12:00,5.7,5.3,97,4,9.7,102.32,fog
3/17/2012 13:00,8.1,6.2,88,7,16.1,102.18,cloudy
3/17/2012 14:00,9.2,4.3,71,7,24.1,102.13,cloudy
3/17/2012 15:00,10.2,4.4,67,6,24.1,102.07,cloudy
3/17/2012 16:00,10.5,4.1,65,7,48.3,102.02,cloudy
3/17/2012 17:00,10.1,4.7,69,9,48.3,101.97,cloudy
3/17/2012 18:00,10.1,5.4,73,7,48.3,101.95,cloudy
3/17/2012 19:00,9.8,5.9,77,6,25.0,101.93,cloudy
